x,y,z
1830781.4303875028,5988590.06014331,1207051.9573829116
1830781.5939251846,5988590.595084357,1207052.7862939714
1830781.7574628403,5988591.130025319,1207053.6152050935
1830781.921000468,5988591.66496619,1207054.444116278
1830782.0845380698,5988592.199906975,1207055.2730275253
1830782.2480756438,5988592.7348476695,1207056.1019388346
1830782.4116131912,5988593.269788277,1207056.9308502064
1830782.5751507112,5988593.804728795,1207057.7597616408
1830782.738688204,5988594.339669224,1207058.5886731371
1830782.90222567,5988594.874609565,1207059.4175846963
1830783.065763109,5988595.409549818,1207060.2464963177
1830783.2293005208,5988595.944489983,1207061.0754080014
1830783.392837906,5988596.47943006,1207061.9043197483
1830783.5563752635,5988597.014370047,1207062.7332315568
1830783.7199125946,5988597.549309947,1207063.562143428
1830783.8834498979,5988598.084249756,1207064.3910553616
1830784.0469871752,5988598.619189479,1207065.2199673578
1830784.2105244244,5988599.154129112,1207066.048879416
1830784.374061647,5988599.689068657,1207066.8777915365
1830784.5375988428,5988600.224008114,1207067.7067037201
1830784.7011360116,5988600.758947484,1207068.5356159655
1830784.864673153,5988601.293886763,1207069.3645282737
1830785.0282102677,5988601.828825955,1207070.1934406443
1830785.191747355,5988602.363765059,1207071.0223530773
1830785.3552844157,5988602.898704073,1207071.8512655725
1830785.5188214488,5988603.433642999,1207072.6801781303
1830785.682358455,5988603.968581837,1207073.50909075
1830785.8458954343,5988604.503520586,1207074.3380034326
1830786.0094323866,5988605.038459247,1207075.166916178
1830786.1729693117,5988605.57339782,1207075.995828985
1830786.33650621,5988606.108336303,1207076.8247418548
1830786.5000430811,5988606.643274698,1207077.6536547872
1830786.6635799254,5988607.178213007,1207078.4825677818
1830786.827116742,5988607.713151224,1207079.311480839
1830786.9906535326,5988608.248089355,1207080.1403939584
1830787.154190295,5988608.783027396,1207080.9693071402
1830787.3177270312,5988609.317965349,1207081.7982203846
1830787.4812637398,5988609.852903214,1207082.627133691
1830787.6448004215,5988610.38784099,1207083.4560470602
1830787.8083370766,5988610.922778679,1207084.2849604916
1830787.9718737046,5988611.457716279,1207085.1138739858
1830788.135410305,5988611.992653789,1207085.942787542
1830788.298946879,5988612.527591213,1207086.771701161
1830788.4624834252,5988613.062528545,1207087.6006148418
1830788.6260199451,5988613.597465792,1207088.4295285854
1830788.7895564374,5988614.132402948,1207089.2584423916
1830788.9530929031,5988614.667340017,1207090.0873562598
1830789.1166293416,5988615.202276998,1207090.916270191
1830789.2801657533,5988615.73721389,1207091.7451841843
1830789.4437021376,5988616.272150693,1207092.57409824
1830789.607238495,5988616.807087408,1207093.4030123581
1830789.7707748252,5988617.342024035,1207094.2319265383
1830789.9343111285,5988617.876960573,1207095.060840781
1830790.097847405,5988618.411897022,1207095.8897550867
1830790.261383654,5988618.946833383,1207096.718669454
1830790.424919876,5988619.481769656,1207097.5475838843
1830790.5884560712,5988620.016705841,1207098.3764983772
1830790.7519922396,5988620.551641937,1207099.205412932
1830790.9155283805,5988621.086577944,1207100.0343275496
1830791.0790644947,5988621.621513863,1207100.8632422292
1830791.2426005814,5988622.156449693,1207101.6921569717
1830791.4061366413,5988622.691385435,1207102.521071776
1830791.5696726746,5988623.22632109,1207103.3499866433
1830791.73320868,5988623.761256654,1207104.1789015727
1830791.896744659,5988624.296192131,1207105.0078165645
1830792.0602806108,5988624.83112752,1207105.8367316187
1830792.2238165357,5988625.366062819,1207106.6656467356
1830792.3873524333,5988625.900998031,1207107.4945619148
1830792.550888304,5988626.435933153,1207108.3234771562
1830792.7144241473,5988626.970868187,1207109.15239246
1830792.877959964,5988627.505803133,1207109.9813078265
1830793.0414957535,5988628.040737991,1207110.8102232553
1830793.205031516,5988628.575672761,1207111.6391387465
1830793.3685672514,5988629.110607441,1207112.4680543002
1830793.53210296,5988629.645542034,1207113.296969916
1830793.6956386417,5988630.180476539,1207114.1258855944
1830793.8591742958,5988630.715410953,1207114.9548013357
1830794.022709923,5988631.25034528,1207115.7837171385
1830794.1862455232,5988631.785279518,1207116.6126330043
1830794.3497810964,5988632.320213668,1207117.4415489323
1830794.5133166427,5988632.85514773,1207118.270464923
1830794.676852162,5988633.390081703,1207119.0993809756
1830794.8403876538,5988633.925015587,1207119.9282970913
1830795.003923119,5988634.4599493835,1207120.7572132694
1830795.167458557,5988634.994883091,1207121.5861295091
1830795.330993968,5988635.529816711,1207122.4150458116
1830795.494529352,5988636.064750241,1207123.2439621768
1830795.6580647088,5988636.599683683,1207124.0728786038
1830795.821600039,5988637.134617039,1207124.901795094
1830795.9851353418,5988637.669550303,1207125.7307116461
1830796.1486706175,5988638.20448348,1207126.559628261
1830796.3122058662,5988638.7394165695,1207127.3885449376
1830796.475741088,5988639.274349569,1207128.2174616775
1830796.6392762826,5988639.809282481,1207129.0463784793
1830796.8028114499,5988640.344215304,1207129.8752953433
1830796.9663465905,5988640.879148038,1207130.7042122702
1830797.1298817042,5988641.414080686,1207131.5331292592
1830797.2934167907,5988641.949013243,1207132.362046311
1830797.4569518503,5988642.483945713,1207133.1909634247
1830797.620486883,5988643.018878095,1207134.0198806014
1830797.7840218886,5988643.553810388,1207134.8487978403
1830797.9475568666,5988644.088742591,1207135.6777151416
1830798.1064803642,5988644.62074502,1207136.5094102668
1830798.2560717335,5988645.146888711,1207137.346545432
1830798.3913978164,5988645.664246745,1207138.1915469458
1830798.5072216995,5988646.169896702,1207139.0464755977
1830798.597930362,5988646.660924369,1207139.9128841716
1830798.6574889068,5988647.134428662,1207140.7916597456
1830798.679765905,5988647.588344186,1207141.682425979
1830798.660382737,5988648.025472837,1207142.5816161067
1830798.595048822,5988648.448726763,1207143.4852684967
1830798.4796503403,5988648.861102685,1207144.3889439558
1830798.3103495827,5988649.265653515,1207145.2876518753
1830798.0836962967,5988649.665455932,1207146.1757883301
1830797.8011824195,5988650.061757017,1207147.049362254
1830797.4660483683,5988650.455038423,1207147.9055251738
1830797.0815655454,5988650.845663814,1207148.7419370315
1830796.6509802677,5988651.233900596,1207149.5567183252
1830796.177470369,5988651.619938779,1207150.3484019293
1830795.664112486,5988652.003907196,1207151.1158861099
1830795.1138583575,5988652.385887238,1207151.85838976
1830794.5295184976,5988652.76592433,1207152.5754105132
1830793.9137519011,5988653.144037446,1207153.2666861406
1830793.2690605733,5988653.520226862,1207153.9321593845
1830792.5977878715,5988653.8944804175,1207154.5719462652
1830791.9021197609,5988654.266778483,1207155.1863077614
1830791.184088352,5988654.637097857,1207155.7756247174
1830790.4455770415,5988655.005414737,1207156.3403757506
1830789.6883268284,5988655.37170697,1207156.8811179497
1830788.9139434148,5988655.7359556565,1207157.398470094
1830788.123904784,5988656.0981462635,1207157.8930981685
1830787.3195689688,5988656.458269365,1207158.3657029278
1830786.5021819184,5988656.816321025,1207158.8170092793
1830785.672885214,5988657.172302959,1207159.2477572854
1830784.832723622,5988657.526222498,1207159.6586945793
1830783.9826523282,5988657.878092419,1207160.0505700202
1830783.1235438825,5988658.227930654,1207160.4241284349
1830782.256194727,5988658.575759942,1207160.7801062874
1830781.3813313874,5988658.9216074385,1207161.1192281677
1830780.4996162462,5988659.265504281,1207161.4422039664
1830779.6116529142,5988659.607485158,1207161.7497266522
1830778.71799126,5988659.94758787,1207162.0424705562
1830777.819132024,5988660.285852903,1207162.3210900838
1830776.9155311014,5988660.622323011,1207162.5862188002
1830776.0076034823,5988660.957042844,1207162.838468816
1830775.0957268742,5988661.290058563,1207163.0784304312
1830774.180245015,5988661.621417511,1207163.3066720015
1830773.2614707341,5988661.951167893,1207163.5237399677
1830772.339688717,5988662.279358491,1207163.730159042
1830771.4151580494,5988662.606038408,1207163.9264325076
1830770.4881145542,5988662.9312568335,1207164.113042613
1830769.5587728932,5988663.255062828,1207164.2904510424
1830768.6273284974,5988663.577505141,1207164.4590994404
1830767.6939593179,5988663.898632056,1207164.619409987
1830766.758827427,5988664.218491241,1207164.771785999
1830765.8220804795,5988664.537129617,1207164.9166125548
1830764.8838530076,5988664.854593273,1207165.0542571344
1830763.944267639,5988665.1709273625,1207165.185070265
1830763.003436184,5988665.486176028,1207165.3093861642
1830762.0614606158,5988665.800382352,1207165.427523387
1830761.118433968,5988666.1135883,1207165.5397854568
1830760.1744411653,5988666.42583468,1207165.6464614908
1830759.2295597384,5988666.737161126,1207165.7478268119
1830758.2838605177,5988667.047606066,1207165.844143541
1830757.337408222,5988667.357206721,1207165.9356611825
1830756.3902620268,5988667.665999096,1207166.0226171797
1830755.442476053,5988667.974017977,1207166.1052374626
1830754.494099836,5988668.281296944,1207166.1837369706
1830753.545178715,5988668.587868388,1207166.2583201602
1830752.5957542355,5988668.8937635,1207166.3291814893
1830751.6458644688,5988669.199012324,1207166.3965058876
1830750.695544324,5988669.503643753,1207166.4604692042
1830749.744825837,5988669.807685564,1207166.5212386358
1830748.793738411,5988670.111164438,1207166.5789731448
1830747.8423090605,5988670.414105991,1207166.6338238474
1830746.8905626158,5988670.716534792,1207166.685934394
1830745.9385219011,5988671.018474417,1207166.735441332
1830744.9862079343,5988671.31994744,1207166.7824744429
1830744.0336400596,5988671.620975504,1207166.8271570795
1830743.0808361005,5988671.92157932,1207166.8696064733
1830742.127812494,5988672.221778715,1207166.909934037
1830741.1745843927,5988672.521592659,1207166.948245648
1830740.2211657974,5988672.82103929,1207166.9846419196
1830739.2675696332,5988673.120135948,1207167.0192184616
1830738.3138078526,5988673.4188992055,1207167.0520661257
1830737.3598915024,5988673.717344893,1207167.08327124
1830736.4058308173,5988674.015488135,1207167.1129158323
1830735.4516352625,5988674.313343364,1207167.1410778435
1830734.4973136245,5988674.610924364,1207167.1678313308
1830733.5428740433,5988674.908244283,1207167.1932466566
1830732.5883240728,5988675.205315672,1207167.2173906763
1830731.6336707305,5988675.502150495,1207167.2403269089
1830730.6789205302,5988675.798760165,1207167.2621157044
1830729.724079538,5988676.095155565,1207167.2828144003
1830728.7691533945,5988676.39134707,1207167.3024774732
1830727.8141473406,5988676.687344567,1207167.3211566797
1830726.8590662738,5988676.9831574755,1207167.3389011917
1830725.9039147513,5988677.278794772,1207167.3557577247
1830724.9486970198,5988677.574265011,1207167.3717706634
1830723.9934170498,5988677.869576338,1207167.3869821734
1830723.0380785475,5988678.164736508,1207167.4014323147
1830722.082684971,5988678.459752914,1207167.415159146
1830721.127239559,5988678.754632581,1207167.428198824
1830720.1717453364,5988679.049382214,1207167.4405856994
1830719.216205138,5988679.344008185,1207167.4523524062
1830718.260621615,5988679.638516558,1207167.4635299477
1830717.3049972532,5988679.932913111,1207167.4741477773
1830716.3493343836,5988680.227203338,1207167.4842338767
1830715.3936351899,5988680.52139247,1207167.493814829
1830714.4379017241,5988680.815485478,1207167.5029158886
1830713.482135904,5988681.109487102,1207167.511561048
1830712.526339549,5988681.403401839,1207167.5197731
1830711.5705143483,5988681.697233975,1207167.527573698
1830710.6146619006,5988681.990987587,1207167.5349834133
1830709.6587837075,5988682.284666549,1207167.542021789
1830708.7028811844,5988682.578274544,1207167.54870739
1830707.7469556571,5988682.871815082,1207167.555057855
1830706.791008381,5988683.165291495,1207167.5610899397
1830705.83504053,5988683.458706953,1207167.566819562
1830704.8790532195,5988683.752064469,1207167.5722618455
1830703.9230474941,5988684.045366912,1207167.5774311551
1830702.9670243443,5988684.3386170035,1207167.58234114
1830702.010984701,5988684.631817336,1207167.5870047656
1830701.0549294394,5988684.924970375,1207167.5914343502
1830700.0988593898,5988685.218078459,1207167.5956415953
1830699.142775336,5988685.511143816,1207167.599637617
1830698.1866780159,5988685.8041685615,1207167.603432977
1830697.2305681314,5988686.097154705,1207167.6070377077
1830696.2744463389,5988686.390104162,1207167.6104613412
1830695.3183132594,5988686.683018749,1207167.613712931
1830694.362169488,5988686.975900192,1207167.6168010803
1830693.406015581,5988687.268750133,1207167.6197339604
1830692.449852061,5988687.561570136,1207167.622519335
1830691.4936794275,5988687.8543616785,1207167.6251645791
1830690.537498153,5988688.147126176,1207167.6276766993
1830689.5813086878,5988688.439864965,1207167.6300623515
1830688.625111447,5988688.732579322,1207167.63232786
1830687.668906831,5988689.025270452,1207167.6344792298
1830686.7126952242,5988689.317939508,1207167.6365221702
1830685.7564769825,5988689.610587582,1207167.6384621013
